Protein	Neighborhood.Class	Compartment.Class
CLK4	Nuclear	N3
CXorf23	Nuclear	N3
DCAF13	Nuclear	N3
DDX10	Nuclear	N3
DDX18	Nuclear	N3
DDX21	Nuclear	N3
DDX24	Nuclear	N3
DDX27	Nuclear	N3
DDX31	Nuclear	N3
DDX47	Nuclear	N3
DDX50	Nuclear	N3
DDX51	Nuclear	N3
DDX52	Nuclear	N3
DDX54	Nuclear	N3
DHX33	Nuclear	N3
DNTTIP2	Nuclear	N3
EBNA1BP2	Nuclear	N3
ESF1	Nuclear	N3
FAM208B	Nuclear	N3
FBL	Nuclear	N3
FBLL1	Nuclear	N3
FCF1	Nuclear	N3
FTSJ3	Nuclear	N3
FYTTD1	Nuclear	N3
GAR1	Nuclear	N3
GLTSCR2	Nuclear	N3
GMCL1	Nuclear	N3
GNL2	Nuclear	N3
GNL3	Nuclear	N3
H1F0	Nuclear	N3
H2AFY	Nuclear	N3
H2AFY2	Nuclear	N3
HEATR1	Nuclear	N3
HIST1H1B	Nuclear	N3
HIST1H1C	Nuclear	N3
HIST1H1E	Nuclear	N3
HIST2H3PS2	Nuclear	N3
HMGN4	Nuclear	N3
HNRNPA2B1	Nuclear	N3
HNRNPA3	Nuclear	N3
HNRNPC	Nuclear	N3
HNRNPDL	Nuclear	N3
HNRNPH3	Nuclear	N3
HNRNPL	Nuclear	N3
HNRNPR	Nuclear	N3
HOXC13	Nuclear	N3
IMP3	Nuclear	N3
IMP4	Nuclear	N3
INCENP	Nuclear	N3
ISG20L2	Nuclear	N3
KAT6A	Nuclear	N3
KAT6B	Nuclear	N3
KIAA0020	Nuclear	N3
KMT2A	Nuclear	N3
KRI1	Nuclear	N3
KRR1	Nuclear	N3
LAS1L	Nuclear	N3
LEMD3	Nuclear	N3
MAFG	Nuclear	N3
MAK16	Nuclear	N3
MATR3	Nuclear	N3
MBD1	Nuclear	N3
MECP2	Nuclear	N3
MEN1	Nuclear	N3
MIS18BP1	Nuclear	N3
MKI67	Nuclear	N3
MPHOSPH10	Nuclear	N3
MTF2	Nuclear	N3
MYBBP1A	Nuclear	N3
MYEF2	Nuclear	N3
NAT10	Nuclear	N3
NGDN	Nuclear	N3
NIFK	Nuclear	N3
NIP7	Nuclear	N3
NKRF	Nuclear	N3
NOC2L	Nuclear	N3
NOC3L	Nuclear	N3
NOC4L	Nuclear	N3
NOL10	Nuclear	N3
NOL11	Nuclear	N3
NOL6	Nuclear	N3
NOL7	Nuclear	N3
NOL8	Nuclear	N3
NOL9	Nuclear	N3
NOP2	Nuclear	N3
NOP56	Nuclear	N3
NOP58	Nuclear	N3
NSA2	Nuclear	N3
NSD1	Nuclear	N3
NUP107	Nuclear	N3
NUP133	Nuclear	N3
NUP155	Nuclear	N3
NUP205	Nuclear	N3
NVL	Nuclear	N3
PAK1IP1	Nuclear	N3
PAPD5	Nuclear	N3
PDCD11	Nuclear	N3
PHF11	Nuclear	N3
PHF2	Nuclear	N3
PHIP	Nuclear	N3
PNN	Nuclear	N3
PPHLN1	Nuclear	N3
PPM1D	Nuclear	N3
PWP2	Nuclear	N3
PWWP2A	Nuclear	N3
RAI1	Nuclear	N3
RALY	Nuclear	N3
RBM19	Nuclear	N3
RBM28	Nuclear	N3
RBM34	Nuclear	N3
RBM45	Nuclear	N3
RCL1	Nuclear	N3
REXO4	Nuclear	N3
RGS7	Nuclear	N3
RNPS1	Nuclear	N3
RPF1	Nuclear	N3
RPF2	Nuclear	N3
RPL7L1	Nuclear	N3
RREB1	Nuclear	N3
RRP1	Nuclear	N3
RRP12	Nuclear	N3
RRP1B	Nuclear	N3
RRP36	Nuclear	N3
RRP7A	Nuclear	N3
RRP8	Nuclear	N3
RRS1	Nuclear	N3
RSF1	Nuclear	N3
RSL1D1	Nuclear	N3
RSL24D1	Nuclear	N3
SAFB	Nuclear	N3
SAFB2	Nuclear	N3
SAP18	Nuclear	N3
SENP3	Nuclear	N3
SGOL1	Nuclear	N3
SLTM	Nuclear	N3
SMARCA5	Nuclear	N3
SON	Nuclear	N3
SPEN	Nuclear	N3
SPIN4	Nuclear	N3
SRFBP1	Nuclear	N3
SRSF9	Nuclear	N3
STRBP	Nuclear	N3
SUGP2	Nuclear	N3
SUN1	Nuclear	N3
SUN2	Nuclear	N3
SURF6	Nuclear	N3
SUV39H2	Nuclear	N3
SUV420H1	Nuclear	N3
SYNE2	Nuclear	N3
TBL3	Nuclear	N3
TCF20	Nuclear	N3
TEX10	Nuclear	N3
TFAP2C	Nuclear	N3
TMEM201	Nuclear	N3
TOP2A	Nuclear	N3
TOP2B	Nuclear	N3
TRA2A	Nuclear	N3
TTF1	Nuclear	N3
UBN1	Nuclear	N3
URB1	Nuclear	N3
URB2	Nuclear	N3
USP36	Nuclear	N3
USP42	Nuclear	N3
UTP11L	Nuclear	N3
UTP14A	Nuclear	N3
UTP15	Nuclear	N3
UTP18	Nuclear	N3
UTP20	Nuclear	N3
UTP3	Nuclear	N3
UTP6	Nuclear	N3
WDR18	Nuclear	N3
WDR3	Nuclear	N3
WDR36	Nuclear	N3
WDR43	Nuclear	N3
WDR46	Nuclear	N3
WDR74	Nuclear	N3
WDR75	Nuclear	N3
WDR76	Nuclear	N3
WHSC1	Nuclear	N3
XPC	Nuclear	N3
ZBTB33	Nuclear	N3
ZFP62	Nuclear	N3
ZFR	Nuclear	N3
ZFX	Nuclear	N3
ZMYND11	Nuclear	N3
ZNF280C	Nuclear	N3
ZNF292	Nuclear	N3
ZNF326	Nuclear	N3
ZNF512	Nuclear	N3
ZNF518A	Nuclear	N3
ZNF800	Nuclear	N3
ACOT1	Nuclear	N4
ACTL8	Nuclear	N4
ACTN4	Nuclear	N4
ADAT1	Nuclear	N4
AFF1	Nuclear	N4
AFF4	Nuclear	N4
AGGF1	Nuclear	N4
AHNAK	Nuclear	N4
AK2	Nuclear	N4
AKAP7	Nuclear	N4
AKAP8L	Nuclear	N4
AKIRIN1	Nuclear	N4
AKIRIN2	Nuclear	N4
ALKBH5	Nuclear	N4
AMBRA1	Nuclear	N4
AMMECR1L	Nuclear	N4
AMOT	Nuclear	N4
ANGEL2	Nuclear	N4
ANKRD10	Nuclear	N4
ANKRD12	Nuclear	N4
ANLN	Nuclear	N4
ANP32A	Nuclear	N4
ANP32B	Nuclear	N4
APEX1	Nuclear	N4
API5	Nuclear	N4
APTX	Nuclear	N4
ARGLU1	Nuclear	N4
ARID1A	Nuclear	N4
ARID1B	Nuclear	N4
ARID3A	Nuclear	N4
ARID3B	Nuclear	N4
ARID4B	Nuclear	N4
ARL6IP4	Nuclear	N4
ARNT	Nuclear	N4
ARNT2	Nuclear	N4
ARNTL2	Nuclear	N4
ARSA	Nuclear	N4
ASB7	Nuclear	N4
ASH2L	Nuclear	N4
ATF1	Nuclear	N4
ATF7IP	Nuclear	N4
ATF7IP2	Nuclear	N4
ATMIN	Nuclear	N4
ATN1	Nuclear	N4
ATPIF1	Nuclear	N4
ATRIP	Nuclear	N4
ATXN1	Nuclear	N4
ATXN1L	Nuclear	N4
AUNIP	Nuclear	N4
BATF	Nuclear	N4
BCCIP	Nuclear	N4
BCL6	Nuclear	N4
BCL7A	Nuclear	N4
BCL7B	Nuclear	N4
BCL9	Nuclear	N4
BCL9L	Nuclear	N4
BOD1L1	Nuclear	N4
BRD3	Nuclear	N4
BRD4	Nuclear	N4
BRD8	Nuclear	N4
BRF1	Nuclear	N4
BRF2	Nuclear	N4
BTG3	Nuclear	N4
BUB3	Nuclear	N4
C11orf58	Nuclear	N4
C11orf84	Nuclear	N4
C12orf43	Nuclear	N4
C15orf39	Nuclear	N4
C15orf52	Nuclear	N4
C16orf87	Nuclear	N4
C17orf49	Nuclear	N4
C17orf96	Nuclear	N4
C18orf25	Nuclear	N4
C19orf10	Nuclear	N4
C19orf43	Nuclear	N4
C19orf57	Nuclear	N4
C1orf174	Nuclear	N4
C1orf52	Nuclear	N4
C1orf63	Nuclear	N4
C20orf112	Nuclear	N4
C2orf49	Nuclear	N4
C4orf27	Nuclear	N4
C5orf22	Nuclear	N4
C5orf45	Nuclear	N4
C7orf55-LUC7L2	Nuclear	N4
C9orf41	Nuclear	N4
C9orf78	Nuclear	N4
C9orf85	Nuclear	N4
CALR	Nuclear	N4
CALU	Nuclear	N4
CAPRIN1	Nuclear	N4
CASC5	Nuclear	N4
CBFA2T2	Nuclear	N4
CBFA2T3	Nuclear	N4
CBX1	Nuclear	N4
CBX3	Nuclear	N4
CCAR1	Nuclear	N4
CCAR2	Nuclear	N4
CCDC117	Nuclear	N4
CCDC12	Nuclear	N4
CCDC174	Nuclear	N4
CCDC58	Nuclear	N4
CCDC82	Nuclear	N4
CCDC94	Nuclear	N4
CCND3	Nuclear	N4
CCNE1	Nuclear	N4
CCNE2	Nuclear	N4
CCNH	Nuclear	N4
CCNL1	Nuclear	N4
CCNT1	Nuclear	N4
CCNT2	Nuclear	N4
CD2BP2	Nuclear	N4
CDC45	Nuclear	N4
CDC7	Nuclear	N4
CDC73	Nuclear	N4
CDK11A	Nuclear	N4
CDK11B	Nuclear	N4
CDK12	Nuclear	N4
CDK7	Nuclear	N4
CDK9	Nuclear	N4
CDKN1A	Nuclear	N4
CDKN1B	Nuclear	N4
CDKN2AIP	Nuclear	N4
CDKN2AIPNL	Nuclear	N4
CDT1	Nuclear	N4
CFDP1	Nuclear	N4
CGGBP1	Nuclear	N4
CHCHD10	Nuclear	N4
CHCHD2	Nuclear	N4
CHCHD5	Nuclear	N4
CHCHD7	Nuclear	N4
CHD1L	Nuclear	N4
CHD8	Nuclear	N4
CHD9	Nuclear	N4
CHEK2	Nuclear	N4
CHFR	Nuclear	N4
CHTF18	Nuclear	N4
CHTF8	Nuclear	N4
CIC	Nuclear	N4
CIR1	Nuclear	N4
CLASRP	Nuclear	N4
CLK3	Nuclear	N4
CLP1	Nuclear	N4
CLSPN	Nuclear	N4
CMTR1	Nuclear	N4
COA5	Nuclear	N4
COA6	Nuclear	N4
COA7	Nuclear	N4
CORO1C	Nuclear	N4
COX17	Nuclear	N4
COX19	Nuclear	N4
CPOX	Nuclear	N4
CPSF6	Nuclear	N4
CPSF7	Nuclear	N4
CREBBP	Nuclear	N4
CREBZF	Nuclear	N4
CRELD2	Nuclear	N4
CRIPT	Nuclear	N4
CRY1	Nuclear	N4
CRY2	Nuclear	N4
CSNK2B	Nuclear	N4
CSRP2BP	Nuclear	N4
CSTF2	Nuclear	N4
CTBP1	Nuclear	N4
CTBP2	Nuclear	N4
CTBS	Nuclear	N4
CTDP1	Nuclear	N4
CTNNBL1	Nuclear	N4
CTR9	Nuclear	N4
CTSB	Nuclear	N4
CTSD	Nuclear	N4
CTSL	Nuclear	N4
CUTC	Nuclear	N4
CWC15	Nuclear	N4
CWC27	Nuclear	N4
CWF19L1	Nuclear	N4
CXorf56	Nuclear	N4
CXXC1	Nuclear	N4
CYCS	Nuclear	N4
CYHR1	Nuclear	N4
CYP4V2	Nuclear	N4
DAPK1	Nuclear	N4
DAZAP1	Nuclear	N4
DBF4	Nuclear	N4
DBR1	Nuclear	N4
DCAF15	Nuclear	N4
DCAF5	Nuclear	N4
DCLRE1C	Nuclear	N4
DCPS	Nuclear	N4
DCUN1D4	Nuclear	N4
DCUN1D5	Nuclear	N4
DDA1	Nuclear	N4
DDB2	Nuclear	N4
DDX1	Nuclear	N4
DDX17	Nuclear	N4
DDX42	Nuclear	N4
DDX46	Nuclear	N4
DDX59	Nuclear	N4
DEK	Nuclear	N4
DFFB	Nuclear	N4
DHX16	Nuclear	N4
DHX34	Nuclear	N4
DHX35	Nuclear	N4
DHX38	Nuclear	N4
DHX40	Nuclear	N4
DIABLO	Nuclear	N4
DIDO1	Nuclear	N4
DIEXF	Nuclear	N4
DIS3	Nuclear	N4
DNAH2	Nuclear	N4
DNAJC17	Nuclear	N4
DNAJC8	Nuclear	N4
DNASE2	Nuclear	N4
DNMT1	Nuclear	N4
DONSON	Nuclear	N4
DPF1	Nuclear	N4
DPF2	Nuclear	N4
DPY30	Nuclear	N4
DR1	Nuclear	N4
DRAP1	Nuclear	N4
DSCC1	Nuclear	N4
DSN1	Nuclear	N4
DTL	Nuclear	N4
DTWD1	Nuclear	N4
DUS1L	Nuclear	N4
DUS3L	Nuclear	N4
DXO	Nuclear	N4
E2F1	Nuclear	N4
E2F2	Nuclear	N4
E2F3	Nuclear	N4
E2F8	Nuclear	N4
EAF1	Nuclear	N4
ECHDC2	Nuclear	N4
EEA1	Nuclear	N4
EHMT1	Nuclear	N4
EHMT2	Nuclear	N4
EIF3A	Nuclear	N4
EIF3C	Nuclear	N4
EIF3F	Nuclear	N4
ELAC2	Nuclear	N4
ELF1	Nuclear	N4
ELF2	Nuclear	N4
ELF3	Nuclear	N4
ELK1	Nuclear	N4
ELL	Nuclear	N4
ELL2	Nuclear	N4
ELL3	Nuclear	N4
ELOF1	Nuclear	N4
ENDOG	Nuclear	N4
ENGASE	Nuclear	N4
EP300	Nuclear	N4
ERCC1	Nuclear	N4
ERCC2	Nuclear	N4
ERCC4	Nuclear	N4
ERCC5	Nuclear	N4
ERICH1	Nuclear	N4
ERP29	Nuclear	N4
ESRP2	Nuclear	N4
ETV6	Nuclear	N4
EWSR1	Nuclear	N4
EYA3	Nuclear	N4
FAM103A1	Nuclear	N4
FAM122A	Nuclear	N4
FAM122B	Nuclear	N4
FAM136A	Nuclear	N4
FAM161B	Nuclear	N4
FAM169A	Nuclear	N4
FAM172A	Nuclear	N4
FAM192A	Nuclear	N4
FAM199X	Nuclear	N4
FAM206A	Nuclear	N4
FAM207A	Nuclear	N4
FAM50A	Nuclear	N4
FAM50B	Nuclear	N4
FAM76A	Nuclear	N4
FAM76B	Nuclear	N4
FAM98B	Nuclear	N4
FARSA	Nuclear	N4
FBRS	Nuclear	N4
FBXL17	Nuclear	N4
FBXL19	Nuclear	N4
FBXO18	Nuclear	N4
FBXO22	Nuclear	N4
FBXO33	Nuclear	N4
FBXO38	Nuclear	N4
FBXO46	Nuclear	N4
FEN1	Nuclear	N4
FERMT3	Nuclear	N4
FKBP14	Nuclear	N4
FKBP2	Nuclear	N4
FKBP5	Nuclear	N4
FKBP7	Nuclear	N4
FNBP4	Nuclear	N4
FOXA1	Nuclear	N4
FOXC1	Nuclear	N4
FOXJ2	Nuclear	N4
FOXJ3	Nuclear	N4
FOXK1	Nuclear	N4
FOXK2	Nuclear	N4
FOXM1	Nuclear	N4
FOXN2	Nuclear	N4
FOXP1	Nuclear	N4
FOXP4	Nuclear	N4
FRA10AC1	Nuclear	N4
FTO	Nuclear	N4
FUBP1	Nuclear	N4
FUS	Nuclear	N4
G3BP1	Nuclear	N4
GAA	Nuclear	N4
GABPA	Nuclear	N4
GABPB1	Nuclear	N4
GABPB2	Nuclear	N4
GABRB1	Nuclear	N4
GALNS	Nuclear	N4
GATAD2A	Nuclear	N4
GATAD2B	Nuclear	N4
GCC1	Nuclear	N4
GIGYF2	Nuclear	N4
GINS1	Nuclear	N4
GINS2	Nuclear	N4
GINS3	Nuclear	N4
GINS4	Nuclear	N4
GLA	Nuclear	N4
GLTSCR1	Nuclear	N4
GMEB1	Nuclear	N4
GMEB2	Nuclear	N4
GMNN	Nuclear	N4
GMPS	Nuclear	N4
GNS	Nuclear	N4
GOLGA4	Nuclear	N4
GORAB	Nuclear	N4
GPALPP1	Nuclear	N4
GPATCH1	Nuclear	N4
GPATCH8	Nuclear	N4
GPKOW	Nuclear	N4
GPS2	Nuclear	N4
GREB1L	Nuclear	N4
GRHL1	Nuclear	N4
GRHL2	Nuclear	N4
GRHL3	Nuclear	N4
GSE1	Nuclear	N4
GTF2B	Nuclear	N4
GTF2E1	Nuclear	N4
GTF2E2	Nuclear	N4
GTF2F1	Nuclear	N4
GTF2F2	Nuclear	N4
GTF2H1	Nuclear	N4
GTF2H3	Nuclear	N4
GTF2H4	Nuclear	N4
GTF2H5	Nuclear	N4
HABP4	Nuclear	N4
HAT1	Nuclear	N4
HCFC1	Nuclear	N4
HDAC1	Nuclear	N4
HDAC2	Nuclear	N4
HDAC3	Nuclear	N4
HDGF	Nuclear	N4
HELLS	Nuclear	N4
HES1	Nuclear	N4
HEXIM1	Nuclear	N4
HEXIM2	Nuclear	N4
HINFP	Nuclear	N4
HIRIP3	Nuclear	N4
HIVEP1	Nuclear	N4
HIVEP3	Nuclear	N4
HMCES	Nuclear	N4
HMG20B	Nuclear	N4
HMGB1	Nuclear	N4
HMGB2	Nuclear	N4
HMGB3	Nuclear	N4
HMGN5	Nuclear	N4
HMGXB3	Nuclear	N4
HNRNPK	Nuclear	N4
HNRNPLL	Nuclear	N4
HOMEZ	Nuclear	N4
HOXD8	Nuclear	N4
HSF1	Nuclear	N4
HSF2	Nuclear	N4
HSPA5	Nuclear	N4
HTATSF1	Nuclear	N4
HUS1	Nuclear	N4
HYOU1	Nuclear	N4
IDS	Nuclear	N4
IGF2	Nuclear	N4
ILKAP	Nuclear	N4
INIP	Nuclear	N4
INTS3	Nuclear	N4
IRF2	Nuclear	N4
IRF2BP1	Nuclear	N4
IRF2BP2	Nuclear	N4
IRF2BPL	Nuclear	N4
IRX5	Nuclear	N4
IWS1	Nuclear	N4
JMJD1C	Nuclear	N4
JMJD6	Nuclear	N4
KAT8	Nuclear	N4
KCTD1	Nuclear	N4
KCTD15	Nuclear	N4
KDM1A	Nuclear	N4
KDM3A	Nuclear	N4
KDM3B	Nuclear	N4
KDM4A	Nuclear	N4
KDM4B	Nuclear	N4
KDM4C	Nuclear	N4
KDM5C	Nuclear	N4
KHDRBS1	Nuclear	N4
KHDRBS3	Nuclear	N4
KHSRP	Nuclear	N4
KIAA0907	Nuclear	N4
KIAA1143	Nuclear	N4
KIAA1211	Nuclear	N4
KIF4A	Nuclear	N4
KIFC1	Nuclear	N4
KLF10	Nuclear	N4
KLF13	Nuclear	N4
KLF16	Nuclear	N4
KLF3	Nuclear	N4
KLF4	Nuclear	N4
KLF5	Nuclear	N4
KMT2D	Nuclear	N4
KMT2E	Nuclear	N4
KRBOX4	Nuclear	N4
LAD1	Nuclear	N4
LARP7	Nuclear	N4
LDB1	Nuclear	N4
LDOC1L	Nuclear	N4
LENG1	Nuclear	N4
LEO1	Nuclear	N4
LGMN	Nuclear	N4
LIG1	Nuclear	N4
LIMCH1	Nuclear	N4
LIN37	Nuclear	N4
LIN52	Nuclear	N4
LIN54	Nuclear	N4
LIN9	Nuclear	N4
LMX1B	Nuclear	N4
LRPAP1	Nuclear	N4
LRR1	Nuclear	N4
LRRC41	Nuclear	N4
LRRC42	Nuclear	N4
LRWD1	Nuclear	N4
LSM5	Nuclear	N4
LUC7L	Nuclear	N4
LUC7L3	Nuclear	N4
LUZP1	Nuclear	N4
LYZL1	Nuclear	N4
MAD1L1	Nuclear	N4
MAML1	Nuclear	N4
MAML3	Nuclear	N4
MAMLD1	Nuclear	N4
MASTL	Nuclear	N4
MAX	Nuclear	N4
MAZ	Nuclear	N4
MBD3	Nuclear	N4
MBIP	Nuclear	N4
MBNL1	Nuclear	N4
MBNL2	Nuclear	N4
MCM2	Nuclear	N4
MCM3	Nuclear	N4
MCM4	Nuclear	N4
MCM5	Nuclear	N4
MCM6	Nuclear	N4
MCM7	Nuclear	N4
MCM9	Nuclear	N4
MCMBP	Nuclear	N4
MDM2	Nuclear	N4
MED15	Nuclear	N4
MED25	Nuclear	N4
MEF2A	Nuclear	N4
MEF2D	Nuclear	N4
MEIS1	Nuclear	N4
MEPCE	Nuclear	N4
MESDC2	Nuclear	N4
METRN	Nuclear	N4
METTL1	Nuclear	N4
METTL14	Nuclear	N4
METTL3	Nuclear	N4
MIER1	Nuclear	N4
MIER3	Nuclear	N4
MLF2	Nuclear	N4
MLH1	Nuclear	N4
MLH3	Nuclear	N4
MLLT1	Nuclear	N4
MLLT3	Nuclear	N4
MMS22L	Nuclear	N4
MNAT1	Nuclear	N4
MND1	Nuclear	N4
MNT	Nuclear	N4
MNX1	Nuclear	N4
MORC2	Nuclear	N4
MORC3	Nuclear	N4
MORC4	Nuclear	N4
MORF4L1	Nuclear	N4
MPG	Nuclear	N4
MPPED2	Nuclear	N4
MRE11A	Nuclear	N4
MRFAP1	Nuclear	N4
MSANTD4	Nuclear	N4
MSH2	Nuclear	N4
MSH3	Nuclear	N4
MSH6	Nuclear	N4
MT-CO3	Nuclear	N4
MYB	Nuclear	N4
MYBL1	Nuclear	N4
MYBL2	Nuclear	N4
MYSM1	Nuclear	N4
NAB1	Nuclear	N4
NAB2	Nuclear	N4
NABP2	Nuclear	N4
NACC1	Nuclear	N4
NACC2	Nuclear	N4
NAF1	Nuclear	N4
NAGA	Nuclear	N4
NASP	Nuclear	N4
NBN	Nuclear	N4
NCAPD3	Nuclear	N4
NCAPH2	Nuclear	N4
NCOA2	Nuclear	N4
NCOA3	Nuclear	N4
NCOA6	Nuclear	N4
NCOR1	Nuclear	N4
NCOR2	Nuclear	N4
NEB	Nuclear	N4
NELFA	Nuclear	N4
NELFB	Nuclear	N4
NELFCD	Nuclear	N4
NELFE	Nuclear	N4
NENF	Nuclear	N4
NFATC2IP	Nuclear	N4
NFYA	Nuclear	N4
NFYB	Nuclear	N4
NFYC	Nuclear	N4
NONO	Nuclear	N4
NOSIP	Nuclear	N4
NOVA1	Nuclear	N4
NPC2	Nuclear	N4
NPLOC4	Nuclear	N4
NR1H2	Nuclear	N4
NR4A3	Nuclear	N4
NRF1	Nuclear	N4
NSL1	Nuclear	N4
NSMCE2	Nuclear	N4
NSRP1	Nuclear	N4
NTM	Nuclear	N4
NUDT21	Nuclear	N4
NUFIP2	Nuclear	N4
OGFOD1	Nuclear	N4
OGG1	Nuclear	N4
ORC2	Nuclear	N4
ORC3	Nuclear	N4
ORC4	Nuclear	N4
ORC5	Nuclear	N4
ORC6	Nuclear	N4
OTUD5	Nuclear	N4
P4HB	Nuclear	N4
PABPN1	Nuclear	N4
PAF1	Nuclear	N4
PAPOLA	Nuclear	N4
PAPOLG	Nuclear	N4
PARP1	Nuclear	N4
PBX1	Nuclear	N4
PBX2	Nuclear	N4
PBX3	Nuclear	N4
PCF11	Nuclear	N4
PCGF3	Nuclear	N4
PCGF5	Nuclear	N4
PCIF1	Nuclear	N4
PCNA	Nuclear	N4
PCNP	Nuclear	N4
PCYT1A	Nuclear	N4
PDCD4	Nuclear	N4
PDIA3	Nuclear	N4
PDIA4	Nuclear	N4
PDS5A	Nuclear	N4
PEAK1	Nuclear	N4
PER2	Nuclear	N4
PFKFB3	Nuclear	N4
PHAX	Nuclear	N4
PHF21A	Nuclear	N4
PHF23	Nuclear	N4
PHF5A	Nuclear	N4
PIAS3	Nuclear	N4
PIAS4	Nuclear	N4
PKNOX1	Nuclear	N4
PLA2G15	Nuclear	N4
PLCXD1	Nuclear	N4
PLEKHD1	Nuclear	N4
PMF1	Nuclear	N4
PML	Nuclear	N4
PMS1	Nuclear	N4
PMS2	Nuclear	N4
PNISR	Nuclear	N4
PNKP	Nuclear	N4
POGK	Nuclear	N4
POLA1	Nuclear	N4
POLA2	Nuclear	N4
POLB	Nuclear	N4
POLD1	Nuclear	N4
POLD2	Nuclear	N4
POLD3	Nuclear	N4
POLD4	Nuclear	N4
POLE2	Nuclear	N4
POLK	Nuclear	N4
POLL	Nuclear	N4
POLR3G	Nuclear	N4
POU2F1	Nuclear	N4
PPARD	Nuclear	N4
PPARG	Nuclear	N4
PPIG	Nuclear	N4
PPIL4	Nuclear	N4
PPM1G	Nuclear	N4
PPP1R10	Nuclear	N4
PPP1R18	Nuclear	N4
PPP1R8	Nuclear	N4
PPP4R2	Nuclear	N4
PPRC1	Nuclear	N4
PPT1	Nuclear	N4
PPWD1	Nuclear	N4
PQBP1	Nuclear	N4
PRC1	Nuclear	N4
PRCC	Nuclear	N4
PRIM2	Nuclear	N4
PRKCSH	Nuclear	N4
PRKRIP1	Nuclear	N4
PRMT6	Nuclear	N4
PROSER1	Nuclear	N4
PRPF18	Nuclear	N4
PRPF38B	Nuclear	N4
PRPF39	Nuclear	N4
PRPF40A	Nuclear	N4
PRPF40B	Nuclear	N4
PRR14L	Nuclear	N4
PRRC2B	Nuclear	N4
PSMC3IP	Nuclear	N4
PSME3	Nuclear	N4
PSPC1	Nuclear	N4
PTRH1	Nuclear	N4
PUF60	Nuclear	N4
PUS1	Nuclear	N4
PUS10	Nuclear	N4
PUS3	Nuclear	N4
PUS7	Nuclear	N4
PUS7L	Nuclear	N4
PWWP2B	Nuclear	N4
PYGO1	Nuclear	N4
PYGO2	Nuclear	N4
QKI	Nuclear	N4
QRICH1	Nuclear	N4
QSER1	Nuclear	N4
RAB11FIP3	Nuclear	N4
RAB11FIP4	Nuclear	N4
RAD1	Nuclear	N4
RAD18	Nuclear	N4
RAD50	Nuclear	N4
RAD51AP1	Nuclear	N4
RAD51D	Nuclear	N4
RAD54B	Nuclear	N4
RAD54L	Nuclear	N4
RAD54L2	Nuclear	N4
RAD9A	Nuclear	N4
RANBP3	Nuclear	N4
RARA	Nuclear	N4
RAVER2	Nuclear	N4
RB1	Nuclear	N4
RBAK	Nuclear	N4
RBBP4	Nuclear	N4
RBBP5	Nuclear	N4
RBBP6	Nuclear	N4
RBBP7	Nuclear	N4
RBBP8	Nuclear	N4
RBBP8NL	Nuclear	N4
RBL1	Nuclear	N4
RBL2	Nuclear	N4
RBM12	Nuclear	N4
RBM25	Nuclear	N4
RBM26	Nuclear	N4
RBM27	Nuclear	N4
RBM33	Nuclear	N4
RBPJ	Nuclear	N4
RCC2	Nuclear	N4
RCN1	Nuclear	N4
RCOR1	Nuclear	N4
RCOR2	Nuclear	N4
RCOR3	Nuclear	N4
RECQL	Nuclear	N4
REPIN1	Nuclear	N4
RERE	Nuclear	N4
RFX1	Nuclear	N4
RFX3	Nuclear	N4
RFX7	Nuclear	N4
RGS20	Nuclear	N4
RNASE1	Nuclear	N4
RNASEH1	Nuclear	N4
RNASEH2B	Nuclear	N4
RNASEH2C	Nuclear	N4
RNASET2	Nuclear	N4
RNF113A	Nuclear	N4
RNF138	Nuclear	N4
RNF20	Nuclear	N4
RNF216	Nuclear	N4
RNF220	Nuclear	N4
RNF4	Nuclear	N4
RNF40	Nuclear	N4
RNF8	Nuclear	N4
RNGTT	Nuclear	N4
RNMT	Nuclear	N4
RP9	Nuclear	N4
RPA1	Nuclear	N4
RPA2	Nuclear	N4
RPA3	Nuclear	N4
RPAIN	Nuclear	N4
RPP21	Nuclear	N4
RPRD1A	Nuclear	N4
RPRD1B	Nuclear	N4
RPRD2	Nuclear	N4
RPS6KA4	Nuclear	N4
RPS6KA5	Nuclear	N4
RPSA	Nuclear	N4
RPUSD2	Nuclear	N4
RSRC1	Nuclear	N4
RSRC2	Nuclear	N4
RTCB	Nuclear	N4
RTF1	Nuclear	N4
RTFDC1	Nuclear	N4
RXRA	Nuclear	N4
RXRB	Nuclear	N4
RYBP	Nuclear	N4
S100PBP	Nuclear	N4
SAAL1	Nuclear	N4
SAE1	Nuclear	N4
SALL2	Nuclear	N4
SAMHD1	Nuclear	N4
SAP30	Nuclear	N4
SAP30BP	Nuclear	N4
SATB2	Nuclear	N4
SBNO1	Nuclear	N4
SBNO2	Nuclear	N4
SCAF4	Nuclear	N4
SCAF8	Nuclear	N4
SCAND1	Nuclear	N4
SCLY	Nuclear	N4
SCML2	Nuclear	N4
SCNM1	Nuclear	N4
SDCCAG3	Nuclear	N4
SENP6	Nuclear	N4
SEPHS1	Nuclear	N4
SERBP1	Nuclear	N4
SERPINB7	Nuclear	N4
SET	Nuclear	N4
SETD1A	Nuclear	N4
SETD1B	Nuclear	N4
SETMAR	Nuclear	N4
SF1	Nuclear	N4
SF3B2	Nuclear	N4
SF3B4	Nuclear	N4
SFMBT1	Nuclear	N4
SFPQ	Nuclear	N4
